idx,class,conversation
4521,일반 대화,"['엄마', '삼촌', '은', '맨날', '돈', '문제', '빌려', '달라', '고', '했어', '엔', '사업', '한다고', '투자', '해달', '래', '헐', '지난번', '에도', '그런', '말', '하지', '않았어', '엔', '절대', '안', '해줄', '거야']"
4522,일반 대화,"['형', '아빠', '는', '맨날', '내', '용돈', '줄이려고', '해', '도', '걸렸구나', '형', '은', '가만히', '있는데', '한테', '만', '자꾸', '아끼라고', '하잖아', '그냥', '필요할', '마다', '미리', '이유', '잘', '말', '해', '두는', '게', '그거', '좋은', '방법', '이네']"
4523,일반 대화,"['엄마', '작은', '이모', '는', '맨날', '남', '집안일', '참견', '해', '말', '하셨어', '엔', '집', '살림살이', '체크', '하더라', '헐', '진짜', '피곤하다', '그냥', '대충', '대답', '하고', '넘겼어']"
4524,일반 대화,"['아빠', '고모부', '는', '맨날', '잘났다고', '해', '분', '원래', '스타일', '잖아', '뭔', '얘기', '만', '하면', '다', '먼저', '해본', '거래', '그냥', '끄덕', '끄덕', '흘리는', '게', '답', '이야', '그러는', '게', '정신', '건강', '좋겠지']"
4525,일반 대화,"['엄마', '할머니', '보고', '공부', '하라', '는', '데', '너무', '스트레스', '분', '은', '원래', '공부', '중요하게', '생각', '하시잖아', '근데', '형', '은', '아무', '말', '안', '만', '뭐라', '해', '맞아', '차별', '하는', '건', '있지', '그냥', '적당히', '듣고', '넘겨']"
4526,일반 대화,"['누나', '사촌동생', '맨날', '내', '거', '해', '아직', '어려서', '런가', '옷', '말투', '다', '해서', '짜증', '도', '그냥', '쿨하게', '넘겨', '신경', '쓰면', '피곤해', '맞아', '그냥', '그러려니', '해야겠다']"
4527,일반 대화,"['엄마', '친척', '진짜', '모이', '면', '피곤해', '뭐', '있었어', '삼촌', '은', '사업', '얘기', '만', '하고', '고모', '는', '다이어트', '하라', '고', '잔소리', '헐', '한두', '번', '도', '아니고', '그러네', '그냥', '최대한', '말', '안', '섞는', '게', '답', '이야']"
4528,일반 대화,"['형', '아빠', '랑', '비교', '했냐', '엔', '랑', '비교', '당했어', '사촌형', '승진', '했다면서', '넌', '뭐', '하냐고', '한숨', '쉬시더라', '그거', '진짜', '기', '빨리', '는', '소리', '다', '맞아', '그냥', '한', '귀로', '듣고', '넘겨야', '돼']"
4529,일반 대화,"['엄마', '외할아버지', '는', '맨날', '옛날', '얘기', '만', '해', '원래', '어르신', '그러셔', '근데', '똑같은', '얘기', '반복', '해서', '너무', '힘들어', '그냥', '리액션', '만', '적당히', '하면', '돼', '앞', '으로는', '가볍게', '넘겨야겠다']"
4530,일반 대화,"['아빠', '삼촌', '은', '맨날', '제일', '힘들다고', '해', '원래', '그런', '스타일', '잖아', '다', '힘든데', '만', '힘든', '척', '하니까', '짜증', '그냥', '그러려니', '해야지', '말', '하면', '피곤해', '맞아', '이제', '그냥', '고개', '만', '끄덕여야겠다']"
4531,일반 대화,"['엄마', '사촌누나', '인스타', '자랑', '질', '시작', '했어', '엔', '뭐', '올렸어', '외제차', '타고', '여행', '갔다면서', '럭셔리', '라이프', '어쩌', '고', '그런', '거', '너무', '신경', '쓰지', '마', '그러려고', '해도', '너무', '오버', '해서', '짜증']"
4532,일반 대화,"['형', '아빠', '밥상머리', '훈계', '시작', '했어', '도', '걸렸구나', '엔', '인생', '계획', '대해', '고민', '해보라', '더', '라', '그냥', '대충', '맞장구', '치고', '끝내는', '게', '속', '편해', '맞아', '괜히', '반박', '하면', '더', '길어지니까']"
4533,일반 대화,"['엄마', '고모', '는', '맨날', '엄마', '한테', '만', '뭐라', '해', '그러게', '나도', '가끔', '이해', '안', '돼', '맨날', '잔소리', '하고', '시시콜콜', '간섭', '하는데', '듣기', '만', '하고', '있잖아', '싸워', '봤자', '피곤하니까', '그냥', '넘어가는', '거야', '너무', '속상할', '거', '같아']"
4534,일반 대화,"['누나', '외삼촌', '은', '맨날', '엄마', '한테', '돈', '빌려가', '진짜', '그거', '눈치', '없어', '보이지', '않아', '빌릴', '는', '간절한데', '절대', '안', '갚잖아', '엔', '엄마', '도', '안', '해주려나', '잘', '생각', '하셨다', '주면', '안', '돼']"
4535,일반 대화,"['엄마', '할아버지', '는', '맨날', '내', '먹는', '거', '간섭', '해', '건강', '생각', '해서', '러시', '는', '거야', '근데', '맨날', '살찐다고', '뭐라', '하니까', '너무', '스트레스', '너무', '신경', '쓰지', '마', '그냥', '대충', '넘겨', '그러려고', '하는데', '들을', '마다', '신경', '쓰여']"
4536,일반 대화,"['아빠', '이모', '부는', '맨날', '남', '집', '애', '이랑', '비교', '해', '도', '소리', '들었어', '는', '뭐', '해서', '성공했다더라', '이러잖아', '그냥', '한', '귀로', '듣고', '흘리는', '게', '제일', '맞아', '괜히', '신경', '쓰면', '피곤해']"
4537,일반 대화,"['엄마', '큰', '이모', '는', '맨날', '집', '와서', '훈계', '해', '엔', '뭐라고', '하셨어', '부모님', '한테', '더', '효도', '해야', '한', '대', '는', '잘', '한테', '만', '뭐라', '하네', '듣고', '있다가', '짜증', '나더라']"
4538,일반 대화,"['형', '사촌형', '자랑', '시작', '했어', '엔', '뭐', '래', '회사', '인정받는다느니', '연봉', '많이', '올랐다느니', '그거', '듣고', '있으면', '기빨릴', '듯', '진짜', '괜히', '비교', '당하는', '느낌', '이야']"
4539,일반 대화,"['엄마', '이모', '는', '맨날', '다이어트', '강요', '해', '뭐', '래', '엔', '뭐', '먹지', '말', '라고', '리스트', '보', '내줬어', '헐', '개오', '바', '그냥', '신경', '끄는', '게', '답', '이야', '나도', '대충', '듣고', '넘길래']"
4540,일반 대화,"['엄마', '고모', '는', '맨날', '제일', '힘든', '척', '해', '소리', '하셨어', '집안일', '다', '한다면서', '한탄', '하더라', '가족', '다', '도와주는', '거', '알면서', '러시', '냐', '듣고', '있다가', '한숨', '나왔어']"
4541,일반 대화,"['형', '아빠', '는', '맨날', '뉴스', '보면서', '한테', '잔소리', '해', '도', '걸렸냐', '엔', '경제', '공부', '하라', '면서', '하더라', '그냥', '대충', '맞장구', '치는', '게', '답', '이야', '맞아', '반박', '하면', '더', '길어지니까']"
4542,일반 대화,"['엄마', '작은', '이모', '맨날', '남', '인생', '상담', '하는데', '은', '해결', '못', '하잖아', '남', '에는', '전문가', '엔', '한테', '뭐라', '했어', '사촌언니', '한테', '결혼', '빨리', '하라', '고', '했다더라', '헐', '인생', '이나', '신경', '쓰지']"
4543,일반 대화,"['아빠', '할아버지', '는', '맨날', '운동', '라고', '하셔', '건강', '챙기라고', '러시', '는', '거지', '근데', '형', '은', '가만히', '있는데', '한테', '만', '뭐라', '하잖아', '맞아', '편애', '하시긴', '해', '그냥', '적당히', '듣고', '넘기는', '게', '속', '편해']"
4544,일반 대화,"['누나', '엄마', '는', '맨날', '형', '이랑', '비교', '해', '나도', '그거', '개', '짜증', '맨날', '형', '은', '이랬는데', '넌', '그러냐', '이러잖아', '그냥', '그러려니', '해야지', '신경', '쓰면', '피곤해', '맞아', '그냥', '흘려', '들어야겠다']"
4545,일반 대화,"['엄마', '외삼촌', '은', '맨날', '돈', '자랑', '이야', '엔', '뭐', '래', '엔', '주식', '돈', '벌었다고', '가족', '한테', '자랑', '하더라', '맨날', '돈', '얘기', '뿐', '이네', '듣고', '있으면', '피곤해']"
4546,일반 대화,"['형', '사촌형', '은', '맨날', '만', '무시', '하는', '거', '같냐', '나도', '느꼈어', '보다', '어리다고', '막', '대하', '는', '느낌', '이야', '그냥', '그러려니', '해', '말', '섞으면', '더', '피곤해', '맞아', '신경', '안', '쓰는', '게', '답', '겠다']"
4547,일반 대화,"['엄마', '할머니', '는', '맨날', '내', '몸무게', '체크', '하세요', '그냥', '걱정', '돼서', '러시', '는', '거야', '근데', '진짜', '듣기', '싫어', '맨날', '똑같은', '말이잖아', '그럴', '땐', '그냥', '웃으면서', '넘기는', '게', '앞', '대충', '듣고', '넘겨야겠다']"
4548,일반 대화,"['아빠', '친척', '모이', '면', '맨날', '학벌', '얘기', '진짜', '공감', '는', '나왔다', '는', '뭐', '한다', '지겹지', '않아', '그냥', '인사', '만', '하고', '피하', '는', '게', '제일', '편해', '맞아', '괜히', '말', '섞으면', '피곤해지니까']"
4549,일반 대화,"['엄마', '삼촌', '은', '맨날', '가족', '대표', '라고', '해', '자랑', '하셨어', '아빠', '보다', '더', '똑똑하고', '능력', '있다고', '하더라', '헐', '맨날', '패턴', '이네', '그냥', '대충', '듣고', '끄덕이기만', '했어']"
4550,일반 대화,"['점심', '뭐', '먹을까', '음', '오늘', '은', '국밥', '좋다', '근데', '갈까', '회사', '근처', '새로', '생긴', '곳', '있는데', '가볼래', '오케이', '가서', '국밥', '수육', '추가', '하자']"
4551,일반 대화,"['오늘', '회의', '시지', '시', '아니야', '팀', '장님', '아침', '말', '했었는데', '맞다', '자료', '정리', '해야겠다', '슬라이드', '정리', '해', '둔', '거', '줄까', '고마워', '진짜', '도움', '된다']"
4552,일반 대화,"['주말', '뭐', '할', '거야', '그냥', '집', '푹', '쉴까', '생각', '중', '나도', '요즘', '너무', '피곤해서', '그냥', '넷플릭스', '볼까', '해', '주말', '마다', '점점', '집', '순이', '집', '돌이', '돼가는', '느낌', '가끔', '은', '쉬어야지']"
4553,일반 대화,"['커피', '마실래', '좋지', '근데', '오늘', '은', '아이스', '아이스', '벌써', '여름', '이냐', '그냥', '따뜻한', '건', '별로', '알겠어', '아이스', '아메리카노', '한', '잔', '추가']"
4554,일반 대화,"['출근길', '괜찮았어', '오늘', '완전', '지옥', '철', '이었어', '헐', '나도', '진짜', '몸', '도', '못', '움직이겠더라', '그니까', '출근', '할', '마다', '체력', '소모', '너무', '심해', '내일', '은', '더', '일찍', '나와야', '고민', '중']"
4555,일반 대화,"['프로젝트', '마감', '이야', '주', '금요일', '헐', '생각', '보다', '촉박하네', '그니까', '주', '달려야', '할', '듯', '오케이', '일정', '다시', '한', '번', '정리', '해보자']"
4556,일반 대화,"['주', '회식', '가야', '해', '안', '가면', '눈치', '보이지', '않을까', '그렇긴', '너무', '피곤해', '그냥', '차', '까지만', '얼굴', '비추고', '빠지는', '거', '그거', '괜찮다', '그렇게', '하자']"
4557,일반 대화,"['메일', '확인', '했어', '거', '아침', '온', '거', '팀', '장님', '추가', '요청', '하셨던', '거', '아직', '못', '봤네', '확인', '해볼게', '중요한', '거', '니까', '체크', '해봐']"
4558,일반 대화,"['출근', '했어', '도', '방금', '왔어', '버스', '늦게', '와서', '지각', '할', '뻔했어', '헐', '오늘', '교통', '진짜', '엉망', '더', '라', '맞아', '내일', '은', '더', '일찍', '나와야겠어']"
4559,일반 대화,"['요즘', '날씨', '아침', '엔', '춥고', '낮', '엔', '덥고', '옷', '입어야', '할지', '모르겠어', '나도', '아침', '엔', '코트', '입었는데', '지금', '덥네', '그냥', '사무실', '옷', '한', '벌', '두고', '다녀야겠어']"
4560,일반 대화,"['오늘', '점심', '뭐', '먹지', '짜장면', '김밥천국', '갈까', '김밥천국', '좋다', '근데', '뭐', '먹을', '거야', '난', '치마', '요', '덮', '밥', '넌', '난', '라면', '추가', '해야겠다']"
4561,일반 대화,"['팀', '장님', '오늘', '기분', '안', '좋으신', '거', '같지', '않아', '아침', '표정', '안', '좋더라', '어제', '보고서', '피드백', '때문', '인가', '그럴', '수도', '오늘', '조심하는', '게', '좋겠어', '오케이', '괜히', '불필요한', '말', '하지', '말']"
4562,일반 대화,"['커피', '한', '잔', '할래', '좋지', '근데', '오늘', '은', '라떼', '마시고', '싶다', '나도', '요즘', '라떼', '땡기더라', '역시', '커피', '취향', '도', '비슷해', '얼른', '가서', '한', '잔', '하자']"
4563,일반 대화,"['오늘', '야근', '해', '오늘', '은', '그냥', '칼퇴', '려고', '부럽다', '오늘', '자료', '정리', '해야', '해서', '늦', '듯', '헐', '힘내', '대신', '내일', '점심', '맛있는', '거', '먹자', '오케이', '내일', '점심', '은', '고르는', '걸']"
4564,일반 대화,"['달', '월급', '들어오지', '보통', '쯤', '아니야', '근데', '달', '은', '주말', '껴서', '늦', '수도', '있대', '헐', '달', '카드', '값', '많아서', '빨리', '들어와야', '하는데', '다', '똑같구나', '월급', '날', '만', '기다려']"
4565,일반 대화,"['회의', '준비', '다', '했어', '자료', '는', '다', '정리', '해놨어', '좋네', '발표', '는', '누가', '해', '내', '할까', '할래', '하면', '깔끔할', '거', '같은데', '부탁', '해']"
4566,일반 대화,"['프린터', '고장', '났어', '그냥', '용지', '걸린', '거', '같은데', '다행', '이다', '수리', '불러야', '했네', '요즘', '프린터', '제일', '문제', '진짜', '바꿀', '된', '듯']"
4567,일반 대화,"['팀', '장님', '오늘', '출근', '하셨대', '오전', '반', '차라', '서', '점심', '쯤', '오신대', '오전', '여유', '있겠네', '그니까', '이럴', '업무', '몰아서', '해야지', '맞아', '집중', '해서', '빨리', '끝내자']"
4568,일반 대화,"['주말', '뭐', '할', '거야', '음', '그냥', '쉬려고', '는', '난', '가족', '이랑', '식사', '약속', '있어', '좋다', '가족', '이랑', '오랜', '만', '맛있는', '거', '먹겠네', '완전', '기대', '중']"
4569,일반 대화,"['어제', '야근', '한', '거야', '자료', '정리', '하다', '보', '니까', '늦었어', '헐', '고생', '했네', '근데', '오늘', '일찍', '가도', '되겠네', '그러게', '최대한', '빨리', '마무리', '하고', '가야겠다', '오늘', '은', '무조건', '칼퇴', '하자']"
4570,일반 대화,"['요즘', '많지', '않아', '일정', '너무', '빡빡', '해', '맞아', '계속', '일만', '하는', '느낌', '이야', '주', '만', '지나면', '나아질', '거야', '얼른', '주말', '왔으면', '좋겠다']"
4571,일반 대화,"['오늘', '아침', '엘리베이터', '고장', '났던데', '헐', '사람', '다', '계단', '갔어', '층', '걸어', '올라가느라', '죽는', '줄', '난', '다행히', '늦게', '와서', '안', '겪었네', '내일', '도', '이러면', '진짜', '미리', '나와야겠다']"
4572,일반 대화,"['요즘', '이렇게', '일이', '많지', '다', '정신없이', '바쁜', '거', '같아', '프로젝트', '끝나면', '나아지려나', '그랬으면', '좋겠다', '요즘', '퇴근', '도', '늦어지고', '진짜', '만', '더', '버티자']"
4573,일반 대화,"['팀', '장님', '주', '출장', '셨', '지', '내일', '안', '계셔', '주는', '조용하겠네', '맞아', '근데', '출장', '갔다', '오시', '면', '바빠질', '걸', '숨', '돌려야겠다']"
4574,일반 대화,"['오늘', '점심', '뭐', '먹을까', '어제', '한식', '먹었으니까', '오늘', '은', '양식', '파스타', '피자', '도', '괜찮고', '피자', '좋다', '점심', '메뉴', '이지', '시', '가자']"
4575,일반 대화,"['오늘', '유독', '사무실', '조용한', '느낌', '인데', '다', '바쁜가', '오전', '회의', '많았잖아', '그렇긴', '하지', '다', '자료', '정리', '하느라', '정신', '없네', '이렇게', '조용하니까', '집중', '은', '잘', '된다', '맞아', '이럴', '밀린', '거', '해', '두자']"
4576,일반 대화,"['오늘', '너무', '졸려', '어제', '늦게', '잤어', '드라마', '정', '주행', '다가', '새벽', '시', '넘었어', '지금', '완전', '좀비', '상태', '아니야', '커피', '없으면', '버틸', '수가', '없어']"
4577,일반 대화,"['오늘', '퇴근', '하고', '뭐', '할', '거야', '그냥', '집', '가서', '넷플릭스', '보려고', '드라마', '새로', '나온', '미스터리', '드라마', '완전', '꿀잼', '나도', '한번', '봐야겠다']"
4578,일반 대화,"['주', '회식', '시', '시', '시작', '인데', '강제', '참석', '은', '아니래', '차만', '가고', '빠지는', '도', '가능하겠네', '나도', '차', '까지만', '가고', '집', '갈', '생각', '이야', '오케이', '타이밍', '맞춰서', '나오자']"
4579,일반 대화,"['사무실', '와이파이', '이렇게', '느려', '파일', '보내는데', '분', '걸리네', '서버', '문제', '인가', '요즘', '자주', '이러는', '거', '같아', '맞아', '한번', 'IT', '팀', '문의', '해볼까', '너무', '불편해서', '안', '되겠어']"
4580,일반 대화,"['주말', '뭐', '할', '거야', '친구', '이랑', '등산', '가기', '했어', '부지런하네', '난', '그냥', '푹', '잘', '거야', '그래야지', '주말', '에는', '푹', '쉬어야지', '월요일', '되면', '바빠질', '테', '니까']"
4581,일반 대화,"['팀', '장님', '오늘', '기분', '보이시', '지', '않아', '맞아', '아침', '웃으면서', '얘기', '하시더라', '좋은', '있으', '신가', '아마도', '오늘', '은', '조용히', '넘어갈', '듯', '다', '긴장', '풀어도', '되겠네']"
4582,일반 대화,"['프로젝트', '발표', '였지', '주', '수요일', '오전', '시', '헐', '생각', '보다', '안', '남았네', '자료', '더', '보완', '해야', '할', '듯', '오늘', '마무리', '하고', '내일', '점검', '하자']"
4583,일반 대화,"['커피', '한', '잔', '할래', '좋지', '근데', '오늘', '은', '라떼', '마셔야겠다', '요즘', '라떼', '만', '마시는', '거', '같아', '그러게', '커피', '보단', '라떼', '부드럽', '더', '라고', '라떼', '두', '잔', '가자']"
4584,일반 대화,"['출근길', '괜찮았어', '지하철', '사람', '한테', '밀려서', '넘어질', '뻔했어', '헐', '요즘', '출근길', '완전', '지옥', '이네', '맞아', '그냥', '재택', '하고', '싶다', '진짜', '출근', '하는', '게', '제일', '힘들어']"
4585,일반 대화,"['오늘', '점심시간', '늦출까', '있어', '아침', '늦게', '먹어서', '아직', '배', '안', '고파', '시', '쯤', '나갈까', '오케이', '가자']"
4586,일반 대화,"['달', '월급', '들어오더라', '보통', '아닌가', '근데', '주말', '껴서', '하루', '늦', '수도', '있대', '헐', '카드', '값', '폭탄', '맞을', '예정', '인데', '다', '똑같구나']"
4587,일반 대화,"['요즘', '할', '너무', '많아', '다', '정신없이', '바빠', '쯤', '여유', '워', '질까', '프로젝트', '끝나면', '괜찮아지지', '않을까', '제발', '그랬으면', '좋겠다']"
4588,일반 대화,"['프린터', '말썽', '이야', '엔', '용지', '걸린', '도', '아닌데', '출력', '안', '돼', '거', 'IT', '팀', '불러야', '할까', '그러는', '게', '좋을', '듯', '이러면', '하기', '힘들어', '맞아', '빨리', '해결', '해야겠다']"
4589,일반 대화,"['팀', '장님', '출장', '가셨다고', '했지', '주', '금요일', '안', '계셔', '주는', '조용하겠네', '맞아', '근데', '업무', '보고서', '미리', '보내야', '할', '걸', '맞다', '오늘', '저녁', '정리', '해야겠네']"
4590,일반 대화,"['퇴근', '하고', '집', '갈', '거야', '요즘', '너무', '피곤해서', '그냥', '쉬어야', '겠어', '나도', '저녁', '도', '대충', '먹고', '잘까', '고민', '중', '출근', '제일', '피곤한', '일인', '듯', '진짜', '내일', '도', '버티려면', '일찍', '자야지']"
4591,일반 대화,"['오늘', '팀', '장님', '점심', '나가신다던데', '끼리', '여유롭게', '먹을', '수', '있겠네', '그러게', '조용한', '점심시간', '될', '듯', '가서', '먹지', '한식', '오늘', '은', '샐러드']"
4592,일반 대화,"['요즘', '이렇게', '빨리', '가지', '벌써', '이야', '올해', '목표', '세운', '거', '뭐', '했는지', '모르겠어', '맞아', '계획', '세운', '거', '도', '못', '지키고', '있음', '아직', '많으니까', '천천히', '하자']"
4593,일반 대화,"['오늘', '에어컨', '너무', '빵빵', '하지', '않아', '팔이', '시려울', '정도', '누가', '온도', '조절', '안', '했나', '몰라', '가디건', '이라도', '챙겨야겠다', '내일', '은', '따뜻하게', '입고', '와야겠어']"
4594,일반 대화,"['팀', '프로젝트', '되고', '있어', '지금', '절반', '정도', '진행', '된', '거', '같아', '다행', '이네', '마감', '까지는', '맞출', '수', '있겠지', '주', '까지는', '빡셀', '듯', '주', '안', '최대한', '끝내자']"
4595,일반 대화,"['출근', '하는데', '엘리베이터', '고장', '났던데', '헐', '다', '계단', '갔어', '층', '걸어', '올라오느라', '땀', '났어', '난', '다행히', '늦게', '와서', '안', '겪었네', '내일', '도', '이러면', '미리', '나와야겠다']"
4596,일반 대화,"['오늘', '에어컨', '너무', '세지', '않아', '손', '시릴', '정도', '누가', '온도', '조절', '안', '했나', '몰라', '가디건', '이라도', '챙겨야겠다', '내일', '은', '따뜻하게', '입고', '와야겠어']"
4597,일반 대화,"['팀', '장님', '출장', '가신다고', '했지', '주', '금요일', '안', '계셔', '주는', '조용하겠네', '맞아', '근데', '보고서', '미리', '정리', '해야', '해', '맞다', '오늘', '중', '자료', '준비', '해야겠네']"
4599,일반 대화,"['오늘', '이렇게', '안', '가냐', '오후', '되니까', '더', '길게', '느껴진다', '맞아', '시', '쯤', '되면', '멈춘', '기분', '이야', '커피', '라도', '한', '잔', '더', '마셔야', '그게', '답', '이다', '가서', '한', '잔', '마시자']"
4600,일반 대화,"['요즘', '너무', '많아서', '힘들어', '진짜', '최근', '계속', '야근', '하더라', '마감', '겹', '쳐서', '정신', '없어', '업무', '분배', '조정', '할', '수', '있는지', '팀', '장님', '한테', '얘기', '해봐', '그래야겠어', '안', '진짜', '번', '아웃', '올', '듯']"
4601,일반 대화,"['팀', '장님', '눈치', '보', '여서', '점심시간', '도', '제대로', '못', '쉬겠어', '뭐라고', '하셨어', '그냥', '자꾸', '업무', '더', '챙기라는', '분위기', '헐', '그런', '분위기', '진짜', '피곤하지', '맞아', '그냥', '모른', '척', '하고', '쉬어야', '싶어']"
4602,일반 대화,"['요즘', '진짜', '이직', '고민', '돼', '있어', '그냥', '업', '무량', '너무', '많고', '성장하는', '느낌', '도', '없어서', '조용히', '이력서', '업데이트', '기회', '보는', '도', '나쁘지', '않아', '진짜', '더', '알아봐야겠어']"
4603,일반 대화,"['팀', '내', '분위기', '너무', '안', '좋은', '거', '같아', '있었어', '다', '요즘', '예민한', '거', '같고', '말', '걸기도', '어려워', '그럴', '땐', '괜히', '중간', '조정', '하려고', '하지', '말고', '그냥', '지켜보는', '게', '나아', '맞아', '괜히', '나섰다가', '더', '피곤해질', '수도', '있으니까']"
4604,일반 대화,"['상사', '한테', '피드백', '받을', '마다', '스트레스', '받아', '되게', '날카롭게', '지적', '해', '말투', '너무', '직설', '적', '이라', '가끔', '기분', '상해', '그럴', '땐', '객관', '적', '듣고', '필요한', '만', '받아들이는', '게', '맞아', '너무', '감정', '적', '받아들이지', '않으려고', '노력', '해야겠어']"
4605,일반 대화,"['출근', '할', '마다', '너무', '우울해', '헐', '요즘', '업무', '힘들어', '그냥', '출근', '자체', '스트레스', '라도', '이직', '생각', '있으면', '천천히', '준비', '해보는', '도', '방법', '이야', '진짜', '장기', '적', '고민', '해봐야겠어']"
4606,일반 대화,"['회의', '마다', '말', '하는', '게', '너무', '부담스러워', '긴장', '돼서', '괜히', '내', '의견', '잘못', '말', '하면', '어떡하나', '싶어서', '근데', '다', '실수', '배우는', '거야', '너무', '부담', '갖지', '마', '맞아', '나도', '점점', '연습', '해야겠어']"
4607,일반 대화,"['업무', '분장', '너무', '불공평한', '거', '같아', '한', '테', '만', '일이', '많이', '몰려', '사람', '보다', '업', '무량', '확실히', '많아', '한', '번', '정리', '해서', '팀', '장님', '께', '조정', '요청', '해보는', '게', '나도', '너무', '쌓아', '두지', '말고', '말', '해봐야겠다']"
4608,일반 대화,"['회사', '인정', '받기가', '너무', '힘든', '거', '같아', '요즘', '열심히', '하는', '거', '다', '아는데', '근데', '성과', '내도', '티', '안', '는', '기분', '이야', '일부러', '라도', '어필', '하는', '습관', '들이는', '게', '필요할', '수도', '있어', '맞아', '너무', '묵묵히', '하기만', '하면', '안', '되겠어']"
4609,일반 대화,"['연봉', '협상', '할', '해야', '할지', '모르겠어', '그냥', '현재', '연봉', '만', '유지', '해달라고', '할까', '오른', '만큼', '받아야', '하지', '않을까', '싶어서', '자료', '정리', '해서', '논리', '적', '어필', '하는', '게', '중요해', '준비', '철저히', '해서', '가야겠다']"
4610,일반 대화,"['요즘', '집중', '너무', '안', '돼', '피곤해서', '런가', '그런', '도', '있고', '업무', '자체', '지루해서', '런가', '그럴', '땐', '작은', '목표', '라도', '정해', '서', '동기', '부여', '하는', '게', '좋대', '방법', '찾아봐야겠어']"
4611,일반 대화,"['출근길', '너무', '힘들어', '너무', '멀어서', '매일', '반', '씩', '걸리니까', '피곤해', '죽겠어', '이사나', '교통', '수단', '바꾸는', '도', '고민', '해봐야겠네', '맞아', '장기', '적', '생각', '해봐야겠다']"
4612,일반 대화,"['팀원', '이랑', '친해', '지기', '어려워', '다', '무뚝뚝해', '그냥', '업무', '적', '인', '대화', '만', '하니까', '어색해', '그럴', '땐', '먼저', '가볍게', '인사', '건네', '보는', '도', '나도', '노력', '해봐야겠다']"
4613,일반 대화,"['아무리', '해도', '쌓이는', '느낌', '이야', '다', '똑같이', '생각', '할', '걸', '그니까', '줄어들', '기미', '안', '보여', '그럴', '땐', '그냥', '씩', '해나', '가는', '수', '밖에', '없어', '맞아', '너무', '압박', '받지', '말고', '해야겠다']"
4614,일반 대화,"['야근', '너무', '자주', '해서', '체력', '딸려', '헐', '요즘', '시', '퇴근', '하는데', '시', '넘어서', '조절', '해야', '하는', '거', '아니야', '주', '까지만', '버티고', '조정', '해볼게']"
4615,일반 대화,"['회사', '너무', '조용히', '있는', '거', '같아', '원래', '성격', '조용해서', '근데', '너무', '조용하니까', '사람', '한테', '말', '잘', '안', '거', '는', '거', '같아', '먼저', '가볍게', '대화', '시작', '하는', '도', '방법', '이야', '나도', '시도', '해볼게']"
4616,일반 대화,"['상사', '너무', '세세하게', '간섭', '해서', '힘들어', '헐', '마이크로', '매니', '징', '스타일', '이야', '작은', '다', '지적', '하니까', '신경', '쓰여', '일부러', '라도', '내', '먼저', '보고', '하는', '습관', '들이면', '나을', '수도', '있어', '그거', '좋은', '방법', '이다', '해봐야겠다']"
4617,일반 대화,"['요즘', '성과', '압박', '너무', '심한', '거', '같아', '맞아', '다', '눈치', '보면서', '하는', '분위기', '그냥', '더', '여유롭게', '할', '순', '없을까', '싶어', '도', '너무', '스트레스', '받지', '않도록', '조절', '해야', '해', '맞아', '그러다', '지치면', '더', '힘드니까']"
4618,일반 대화,"['연차', '쓰기', '너무', '눈치', '보여', '팀', '분위기', '다', '바쁘니까', '내', '빠지면', '부담스러워질', '까', '쉴', '땐', '쉬어야지', '너무', '신경', '쓰지', '마', '달', '엔', '진짜', '한', '번', '써야겠어']"
4619,일반 대화,"['퇴근', '하고도', '업무', '연락', '오는', '거', '너무', '싫어', '헐', '아직도', '카톡', '계속', '확인', '해달라는', '메시지', '그냥', '안', '읽고', '있다가', '아침', '답', '하는', '게', '낫', '지', '않아', '맞아', '너무', '즉각', '적', '반응', '하지', '말아야겠다']"
4620,일반 대화,"['요즘', '집', '에만', '가면', '너무', '피곤해서', '아무', '도', '못', '하겠어', '헐', '나도', '퇴근', '하면', '그냥', '침대', '직행', '근데', '뭔가', '자기계발', '같은', '거', '해야', '할', '거', '같아서', '고민', '이야', '그럴', '땐', '쉬는', '도', '중요한', '거야', '너무', '조급해하지', '마', '나도', '더', '여유롭게', '생각', '해야겠다']"
4621,일반 대화,"['요즘', '피부', '너무', '뒤집어져서', '스트레스', '헐', '요즘', '야근', '많아서', '그런', '거', '아냐', '런가', '피곤하면', '더', '심해지는', '거', '같아', '물', '도', '많이', '마시고', '수면', '도', '챙겨', '맞아', '오늘', '신경', '써야겠다']"
4622,일반 대화,"['요즘', '부모님', '계속', '결혼', '얘기', '하셔서', '부담', '돼', '헐', '아직', '급한', '도', '아니잖아', '근데', '주변', '친구', '결혼', '하니까', '나도', '슬슬', '압박', '주시', '는', '듯', '너무', '스트레스', '받지', '말고', '천천히', '생각', '해도', '돼', '나도', '그냥', '한', '귀로', '듣고', '넘겨야겠다']"
4623,일반 대화,"['요즘', '돈', '관리', '너무', '안', '돼', '나도', '월급', '들어오면', '사라지는', '매직', '진짜', '카드', '값', '만', '내고', '끝나는', '느낌', '이야', '한', '번', '가계부', '써', '보는', '거', '추천', '어디서', '돈', '빠지는지', '알', '면', '조절', '하기', '좋은', '아이디어', '다', '달', '해볼게']"
